invoiceNo,channel,saleDate,totalAmount,paymentStatus,notes,createdAt,itemCount,totalQuantity,items
INV-0258,August,2026-06-27,170,paid,,2026-06-27T19:49:31.396Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0257,August,2026-06-27,300,paid,,2026-06-27T19:49:30.990Z,1,1,"[{""productName"":""Blue de Chanel Spray"",""productSKU"":""BluCha_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""spray""}]"
INV-0256,August,2026-06-27,300,paid,,2026-06-27T19:49:30.583Z,1,1,"[{""productName"":""Dior Sauvage Spray"",""productSKU"":""DioSau_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""spray""}]"
INV-0255,August,2026-06-27,700,paid,,2026-06-27T19:49:30.034Z,1,1,"[{""productName"":""Dunhil desire Spray"",""productSKU"":""DunDes_SP"",""sizeMl"":15,""quantity"":1,""unitPrice"":700,""totalPrice"":700,""productType"":""spray""}]"
INV-0254,August,2026-06-27,330,paid,,2026-06-27T19:49:29.443Z,1,1,"[{""productName"":""Gucci Flora Spray"",""productSKU"":""GucFla_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":330,""totalPrice"":330,""productType"":""spray""}]"
INV-0253,August,2026-06-27,150,paid,,2026-06-27T19:49:29.193Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0252,August,2026-06-27,100,paid,,2026-06-27T19:49:28.927Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":100,""totalPrice"":100,""productType"":""roll-on""}]"
INV-0251,August,2026-06-27,110,paid,,2026-06-27T19:49:28.664Z,1,1,"[{""productName"":""Davidoff Cool Water"",""productSKU"":""DavCoo"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":110,""totalPrice"":110,""productType"":""roll-on""}]"
INV-0250,August,2026-06-27,140,paid,,2026-06-27T19:49:28.413Z,1,1,"[{""productName"":""Davidoff Cool Water"",""productSKU"":""DavCoo"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":140,""totalPrice"":140,""productType"":""roll-on""}]"
INV-0249,Fair5,2026-06-27,300,paid,,2026-06-27T19:49:28.007Z,1,1,"[{""productName"":""Good Girl Spray"",""productSKU"":""GooGir_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""spray""}]"
INV-0248,Fair5,2026-06-27,150,paid,,2026-06-27T19:49:27.750Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0247,Fair5,2026-06-27,180,paid,,2026-06-27T19:49:27.503Z,1,1,"[{""productName"":""Ameer Al oud"",""productSKU"":""AmeOud"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0246,Fair5,2026-06-27,180,paid,,2026-06-27T19:49:27.250Z,1,1,"[{""productName"":""Vanila"",""productSKU"":""Vanil"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0245,Fair5,2026-06-27,180,paid,,2026-06-27T19:49:26.930Z,1,1,"[{""productName"":""Aqua DI Gio"",""productSKU"":""AquGio"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0244,Fair5,2026-06-27,180,paid,,2026-06-27T19:49:26.675Z,1,1,"[{""productName"":""Aqua DI Gio"",""productSKU"":""AquGio"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0243,Fair5,2026-06-27,250,paid,,2026-06-27T19:49:26.392Z,1,1,"[{""productName"":""Aqua DI Gio"",""productSKU"":""AquGio"",""sizeMl"":6,""quantity"":1,""unitPrice"":250,""totalPrice"":250,""productType"":""roll-on""}]"
INV-0242,Fair5,2026-06-27,300,paid,,2026-06-27T19:49:25.883Z,1,1,"[{""productName"":""Fantasy Spray"",""productSKU"":""Fant_2_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""spray""}]"
INV-0241,Fair5,2026-06-27,170,paid,,2026-06-27T19:49:25.636Z,1,1,"[{""productName"":""Burberry Her"",""productSKU"":""BurH"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0240,Fair4,2026-06-27,150,paid,,2026-06-27T19:49:25.381Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0239,Fair4,2026-06-27,150,paid,,2026-06-27T19:49:25.127Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0238,Fair4,2026-06-27,120,paid,,2026-06-27T19:49:24.861Z,1,1,"[{""productName"":""Pure Seduction"",""productSKU"":""PuSD"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0237,Fair4,2026-06-27,120,paid,,2026-06-27T19:49:24.590Z,1,1,"[{""productName"":""Chanel chance"",""productSKU"":""ChaCha"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0236,Fair4,2026-06-27,120,paid,,2026-06-27T19:49:24.337Z,1,1,"[{""productName"":""Pure Seduction"",""productSKU"":""PuSD"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0235,Fair4,2026-06-27,120,paid,,2026-06-27T19:49:24.086Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0234,Fair4,2026-06-27,120,paid,,2026-06-27T19:49:23.839Z,1,1,"[{""productName"":""Blue berry"",""productSKU"":""BluBer"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0233,Fair4,2026-06-27,150,paid,,2026-06-27T19:49:23.595Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0232,Fair4,2026-06-27,180,paid,,2026-06-27T19:49:23.347Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0231,Fair4,2026-06-27,200,paid,,2026-06-27T19:49:23.095Z,1,1,"[{""productName"":""Dunhill Icon"",""productSKU"":""DunIco"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":200,""totalPrice"":200,""productType"":""roll-on""}]"
INV-0230,Fair4,2026-06-27,330,paid,,2026-06-27T19:49:22.697Z,1,1,"[{""productName"":""Vampire B. Spray"",""productSKU"":""VampB_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":330,""totalPrice"":330,""productType"":""spray""}]"
INV-0229,Fair4,2026-06-27,180,paid,,2026-06-27T19:49:22.440Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0228,Fair4,2026-06-27,180,paid,,2026-06-27T19:49:22.179Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0227,Fair4,2026-06-27,150,paid,,2026-06-27T19:49:21.929Z,1,1,"[{""productName"":""Dunhil desire"",""productSKU"":""DunDes"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0226,Fair4,2026-06-27,130,paid,,2026-06-27T19:49:21.669Z,1,1,"[{""productName"":""kacha beli"",""productSKU"":""KacBel"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":130,""totalPrice"":130,""productType"":""roll-on""}]"
INV-0225,Fair4,2026-06-27,180,paid,,2026-06-27T19:49:21.393Z,1,1,"[{""productName"":""Burberry Her"",""productSKU"":""BurH"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0224,Fair4,2026-06-27,230,paid,,2026-06-27T19:49:21.143Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":6,""quantity"":1,""unitPrice"":230,""totalPrice"":230,""productType"":""roll-on""}]"
INV-0223,Fair4,2026-06-27,260,paid,,2026-06-27T19:49:20.879Z,1,1,"[{""productName"":""Gucci Flora"",""productSKU"":""GucFla"",""sizeMl"":6,""quantity"":1,""unitPrice"":260,""totalPrice"":260,""productType"":""roll-on""}]"
INV-0222,Fair4,2026-06-27,260,paid,,2026-06-27T19:49:20.594Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":6,""quantity"":1,""unitPrice"":260,""totalPrice"":260,""productType"":""roll-on""}]"
INV-0221,Fair4,2026-06-27,180,paid,,2026-06-27T19:49:20.339Z,1,1,"[{""productName"":""Gucci Flora"",""productSKU"":""GucFla"",""sizeMl"":6,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0220,Fair4,2026-06-27,250,paid,,2026-06-27T19:49:20.090Z,1,1,"[{""productName"":""Armanis.w.y"",""productSKU"":""ArmWy"",""sizeMl"":6,""quantity"":1,""unitPrice"":250,""totalPrice"":250,""productType"":""roll-on""}]"
INV-0219,Fair4,2026-06-27,250,paid,,2026-06-27T19:49:19.841Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":6,""quantity"":1,""unitPrice"":250,""totalPrice"":250,""productType"":""roll-on""}]"
INV-0218,Fair4,2026-06-27,260,paid,,2026-06-27T19:49:19.451Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":6,""quantity"":1,""unitPrice"":260,""totalPrice"":260,""productType"":""roll-on""}]"
INV-0217,Fair4,2026-06-27,170,paid,,2026-06-27T19:49:19.020Z,1,1,"[{""productName"":""Gucci Flora"",""productSKU"":""GucFla"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0216,Fair4,2026-06-27,140,paid,,2026-06-27T19:49:18.767Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":140,""totalPrice"":140,""productType"":""roll-on""}]"
INV-0215,Fair4,2026-06-27,200,paid,,2026-06-27T19:49:18.519Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":200,""totalPrice"":200,""productType"":""roll-on""}]"
INV-0214,Fair4,2026-06-27,180,paid,,2026-06-27T19:49:18.261Z,1,1,"[{""productName"":""Gucci Flora"",""productSKU"":""GucFla"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0213,Fair4,2026-06-27,250,paid,,2026-06-27T19:49:18.002Z,1,1,"[{""productName"":""Ultra male"",""productSKU"":""UltMal"",""sizeMl"":6,""quantity"":1,""unitPrice"":250,""totalPrice"":250,""productType"":""roll-on""}]"
INV-0212,Fair4,2026-06-27,300,paid,,2026-06-27T19:49:17.747Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""roll-on""}]"
INV-0211,Fair4,2026-06-27,150,paid,,2026-06-27T19:49:17.499Z,1,1,"[{""productName"":""Creed Aventus"",""productSKU"":""CreAve"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0210,Fair4,2026-06-27,150,paid,,2026-06-27T19:49:17.249Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0209,Fair4,2026-06-27,150,paid,,2026-06-27T19:49:16.996Z,1,1,"[{""productName"":""Armanis.w.y"",""productSKU"":""ArmWy"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0208,Fair4,2026-06-27,170,paid,,2026-06-27T19:49:16.732Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0207,Fair4,2026-06-27,240,paid,,2026-06-27T19:49:16.485Z,1,1,"[{""productName"":""Creed Aventus"",""productSKU"":""CreAve"",""sizeMl"":6,""quantity"":1,""unitPrice"":240,""totalPrice"":240,""productType"":""roll-on""}]"
INV-0206,Fair4,2026-06-27,300,paid,,2026-06-27T19:49:16.237Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""roll-on""}]"
INV-0205,Fair4,2026-06-27,300,paid,,2026-06-27T19:49:15.986Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""roll-on""}]"
INV-0204,Fair4,2026-06-27,150,paid,,2026-06-27T19:49:15.736Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0203,Fair4,2026-06-27,270,paid,,2026-06-27T19:49:15.486Z,1,1,"[{""productName"":""Good Girl"",""productSKU"":""GooGir"",""sizeMl"":6,""quantity"":1,""unitPrice"":270,""totalPrice"":270,""productType"":""roll-on""}]"
INV-0202,Fair4,2026-06-27,330,paid,,2026-06-27T19:49:15.237Z,1,1,"[{""productName"":""Prada Candy"",""productSKU"":""PRCn"",""sizeMl"":6,""quantity"":1,""unitPrice"":330,""totalPrice"":330,""productType"":""roll-on""}]"
INV-0201,Fair4,2026-06-27,180,paid,,2026-06-27T19:49:14.869Z,1,1,"[{""productName"":""Miss Dior"",""productSKU"":""MisDio"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0200,Fair4,2026-06-27,270,paid,,2026-06-27T19:49:14.613Z,1,1,"[{""productName"":""Chanel chance"",""productSKU"":""ChaCha"",""sizeMl"":6,""quantity"":1,""unitPrice"":270,""totalPrice"":270,""productType"":""roll-on""}]"
INV-0199,Fair4,2026-06-27,250,paid,,2026-06-27T19:49:14.298Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":6,""quantity"":1,""unitPrice"":250,""totalPrice"":250,""productType"":""roll-on""}]"
INV-0198,Fair4,2026-06-27,180,paid,,2026-06-27T19:49:14.039Z,1,1,"[{""productName"":""Burberry Her"",""productSKU"":""BurH"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0197,Fair4,2026-06-27,180,paid,,2026-06-27T19:49:13.784Z,1,1,"[{""productName"":""Good Girl"",""productSKU"":""GooGir"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0196,Fair4,2026-06-27,180,paid,,2026-06-27T19:49:13.532Z,1,1,"[{""productName"":""Good Girl"",""productSKU"":""GooGir"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0195,Fair4,2026-06-27,270,paid,,2026-06-27T19:49:13.281Z,1,1,"[{""productName"":""Good Girl"",""productSKU"":""GooGir"",""sizeMl"":6,""quantity"":1,""unitPrice"":270,""totalPrice"":270,""productType"":""roll-on""}]"
INV-0194,Fair4,2026-06-27,380,paid,,2026-06-27T19:49:12.872Z,1,1,"[{""productName"":""SRK Spray"",""productSKU"":""SR_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":380,""totalPrice"":380,""productType"":""spray""}]"
INV-0193,Fair4,2026-06-27,330,paid,,2026-06-27T19:49:12.623Z,1,1,"[{""productName"":""Burberry Her"",""productSKU"":""BurH"",""sizeMl"":6,""quantity"":1,""unitPrice"":330,""totalPrice"":330,""productType"":""roll-on""}]"
INV-0192,Fair4,2026-06-27,180,paid,,2026-06-27T19:49:12.375Z,1,1,"[{""productName"":""Aqua DI Gio"",""productSKU"":""AquGio"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0191,Fair4,2026-06-27,250,paid,,2026-06-27T19:49:12.123Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":6,""quantity"":1,""unitPrice"":250,""totalPrice"":250,""productType"":""roll-on""}]"
INV-0190,Fair4,2026-06-27,300,paid,,2026-06-27T19:49:11.682Z,1,1,"[{""productName"":""Dunhil desire Spray"",""productSKU"":""DunDes_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""spray""}]"
INV-0189,Fair4,2026-06-27,180,paid,,2026-06-27T19:49:11.432Z,1,1,"[{""productName"":""victoriya secret"",""productSKU"":""VicSec"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0188,Fair4,2026-06-27,180,paid,,2026-06-27T19:49:11.172Z,1,1,"[{""productName"":""victoriya secret"",""productSKU"":""VicSec"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":180,""totalPrice"":180,""productType"":""roll-on""}]"
INV-0187,Fair3,2026-06-27,400,paid,,2026-06-27T19:49:10.767Z,1,1,"[{""productName"":""SRK Spray"",""productSKU"":""SR_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":400,""totalPrice"":400,""productType"":""spray""}]"
INV-0186,Fair3,2026-06-27,320,paid,,2026-06-27T19:49:10.363Z,1,1,"[{""productName"":""Dior Sauvage Spray"",""productSKU"":""DioSau_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":320,""totalPrice"":320,""productType"":""spray""}]"
INV-0185,Fair3,2026-06-27,170,paid,,2026-06-27T19:49:10.112Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0184,Fair3,2026-06-27,150,paid,,2026-06-27T19:49:09.861Z,1,1,"[{""productName"":""Good Girl"",""productSKU"":""GooGir"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0183,Fair3,2026-06-27,150,paid,,2026-06-27T19:49:09.605Z,1,1,"[{""productName"":""Chocolate"",""productSKU"":""CoCo"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0182,Fair3,2026-06-27,120,paid,,2026-06-27T19:49:09.335Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0181,Fair3,2026-06-27,120,paid,,2026-06-27T19:49:08.969Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0180,Fair3,2026-06-27,150,paid,,2026-06-27T19:49:08.461Z,1,1,"[{""productName"":""Vanila"",""productSKU"":""Vanil"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0179,Fair3,2026-06-27,120,paid,,2026-06-27T19:49:08.180Z,1,1,"[{""productName"":""Armanis.w.y"",""productSKU"":""ArmWy"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0178,Fair3,2026-06-27,150,paid,,2026-06-27T19:49:07.916Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0177,Fair3,2026-06-27,150,paid,,2026-06-27T19:49:07.627Z,1,1,"[{""productName"":""Chanel chance"",""productSKU"":""ChaCha"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0176,Fair3,2026-06-27,120,paid,,2026-06-27T19:49:07.340Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0175,Fair3,2026-06-27,150,paid,,2026-06-27T19:49:07.061Z,1,1,"[{""productName"":""Good Girl"",""productSKU"":""GooGir"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0174,Fair3,2026-06-27,140,paid,,2026-06-27T19:49:06.797Z,1,1,"[{""productName"":""Good Girl"",""productSKU"":""GooGir"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":140,""totalPrice"":140,""productType"":""roll-on""}]"
INV-0173,Fair3,2026-06-27,150,paid,,2026-06-27T19:49:06.548Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0172,Fair3,2026-06-27,120,paid,,2026-06-27T19:49:06.295Z,1,1,"[{""productName"":""kacha beli"",""productSKU"":""KacBel"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0171,Fair3,2026-06-27,120,paid,,2026-06-27T19:49:06.036Z,1,1,"[{""productName"":""kacha beli"",""productSKU"":""KacBel"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0170,Fair3,2026-06-27,150,paid,,2026-06-27T19:49:05.778Z,1,1,"[{""productName"":""Vanila"",""productSKU"":""Vanil"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0169,Fair3,2026-06-27,280,paid,,2026-06-27T19:49:05.364Z,1,1,"[{""productName"":""kacha beli Spray"",""productSKU"":""KacBel_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":280,""totalPrice"":280,""productType"":""spray""}]"
INV-0168,Fair3,2026-06-27,100,paid,,2026-06-27T19:49:05.105Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":100,""totalPrice"":100,""productType"":""roll-on""}]"
INV-0167,Fair3,2026-06-27,120,paid,,2026-06-27T19:49:04.855Z,1,1,"[{""productName"":""Dunhil desire"",""productSKU"":""DunDes"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0166,Fair3,2026-06-27,300,paid,,2026-06-27T19:49:04.449Z,1,1,"[{""productName"":""Fantasy Spray"",""productSKU"":""Fant_SP"",""sizeMl"":6,""quantity"":1,""unitPrice"":300,""totalPrice"":300,""productType"":""spray""}]"
INV-0165,Fair3,2026-06-27,150,paid,,2026-06-27T19:49:04.196Z,1,1,"[{""productName"":""Gucci Flora"",""productSKU"":""GucFla"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0164,Fair3,2026-06-27,270,paid,,2026-06-27T19:49:03.942Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":6,""quantity"":1,""unitPrice"":270,""totalPrice"":270,""productType"":""roll-on""}]"
INV-0163,Fair3,2026-06-27,150,paid,,2026-06-27T19:49:03.599Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0162,Fair3,2026-06-27,150,paid,,2026-06-27T19:49:03.298Z,1,1,"[{""productName"":""Dior Sauvage"",""productSKU"":""DioSau"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":150,""totalPrice"":150,""productType"":""roll-on""}]"
INV-0161,Fair3,2026-06-27,170,paid,,2026-06-27T19:49:03.043Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0160,Fair3,2026-06-27,120,paid,,2026-06-27T19:49:02.787Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0159,Fair3,2026-06-27,120,paid,,2026-06-27T19:49:02.531Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0158,Fair3,2026-06-27,120,paid,,2026-06-27T19:49:02.273Z,1,1,"[{""productName"":""Fantasy"",""productSKU"":""Fant"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
INV-0157,Fair3,2026-06-27,170,paid,,2026-06-27T19:49:02.021Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0156,Fair3,2026-06-27,140,paid,,2026-06-27T19:49:01.768Z,1,1,"[{""productName"":""Davidoff Cool Water"",""productSKU"":""DavCoo"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":140,""totalPrice"":140,""productType"":""roll-on""}]"
INV-0155,Fair3,2026-06-27,130,paid,,2026-06-27T19:49:01.512Z,1,1,"[{""productName"":""Vanila"",""productSKU"":""Vanil"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":130,""totalPrice"":130,""productType"":""roll-on""}]"
INV-0154,Fair3,2026-06-27,170,paid,,2026-06-27T19:49:01.257Z,1,1,"[{""productName"":""Vampire B."",""productSKU"":""VampB"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":170,""totalPrice"":170,""productType"":""roll-on""}]"
INV-0153,Fair3,2026-06-27,120,paid,,2026-06-27T19:49:01.008Z,1,1,"[{""productName"":""LOST Cherry"",""productSKU"":""LostChe"",""sizeMl"":3.5,""quantity"":1,""unitPrice"":120,""totalPrice"":120,""productType"":""roll-on""}]"
